Forecast/Hour,TT,sub_station,Region
2023-06-06_01,32.0,GGN,North
2023-06-06_02,34.2,GGN,North
2023-06-06_03,36.4,GGN,North
2023-06-06_04,38.2,GGN,North
2023-06-06_05,39.5,GGN,North
2023-06-06_06,39.3,GGN,North
2023-06-06_07,40.2,GGN,North
2023-06-06_08,37.2,GGN,North
2023-06-06_09,38.0,GGN,North
2023-06-06_10,38.6,GGN,North
2023-06-06_11,39.2,GGN,North
2023-06-06_12,39.7,GGN,North
2023-06-06_13,39.5,GGN,North
2023-06-06_14,37.8,GGN,North
2023-06-06_15,36.4,GGN,North
2023-06-06_16,35.5,GGN,North
2023-06-06_17,35.0,GGN,North
2023-06-06_18,34.7,GGN,North
2023-06-06_19,34.3,GGN,North
2023-06-06_20,32.3,GGN,North
2023-06-06_21,31.3,GGN,North
2023-06-06_22,30.8,GGN,North
2023-06-06_23,29.1,GGN,North
2023-06-07_00,31.4,GGN,North
2023-06-07_01,32.0,GGN,North
2023-06-07_02,33.8,GGN,North
2023-06-07_03,36.0,GGN,North
2023-06-07_04,37.4,GGN,North
2023-06-07_05,38.4,GGN,North
2023-06-07_06,38.2,GGN,North
2023-06-07_07,38.8,GGN,North
2023-06-07_08,39.6,GGN,North
2023-06-07_09,40.4,GGN,North
2023-06-07_10,33.5,GGN,North
2023-06-07_11,38.4,GGN,North
2023-06-07_12,39.4,GGN,North
2023-06-07_13,39.5,GGN,North
2023-06-07_14,38.3,GGN,North
2023-06-07_15,37.3,GGN,North
2023-06-07_16,36.1,GGN,North
2023-06-07_17,35.2,GGN,North
2023-06-07_18,36.5,GGN,North
2023-06-07_19,34.9,GGN,North
2023-06-07_20,33.7,GGN,North
2023-06-07_21,32.6,GGN,North
2023-06-07_22,31.7,GGN,North
2023-06-07_23,30.1,GGN,North
2023-06-08_00,32.4,GGN,North
2023-06-08_01,32.4,GGN,North
2023-06-08_02,34.3,GGN,North
2023-06-08_03,36.4,GGN,North
2023-06-08_04,38.3,GGN,North
2023-06-08_05,39.5,GGN,North
2023-06-08_06,39.0,GGN,North
2023-06-08_07,36.9,GGN,North
2023-06-08_08,39.0,GGN,North
2023-06-08_09,40.0,GGN,North
2023-06-08_10,40.2,GGN,North
2023-06-08_11,39.0,GGN,North
2023-06-08_12,41.7,GGN,North
2023-06-08_13,42.0,GGN,North
2023-06-08_14,39.7,GGN,North
2023-06-08_15,38.0,GGN,North
2023-06-08_16,35.2,GGN,North
2023-06-08_17,34.3,GGN,North
2023-06-08_18,37.3,GGN,North
2023-06-08_19,35.6,GGN,North
2023-06-08_20,34.4,GGN,North
2023-06-08_21,33.1,GGN,North
2023-06-08_22,31.5,GGN,North
2023-06-08_23,30.7,GGN,North
2023-06-09_00,33.5,GGN,North
2023-06-09_01,34.2,GGN,North
2023-06-09_02,36.1,GGN,North
2023-06-09_03,38.1,GGN,North
2023-06-09_04,39.8,GGN,North
2023-06-09_05,41.4,GGN,North
2023-06-09_06,41.3,GGN,North
2023-06-09_07,42.0,GGN,North
2023-06-09_08,42.6,GGN,North
2023-06-09_09,42.2,GGN,North
2023-06-09_10,42.7,GGN,North
2023-06-09_11,42.7,GGN,North
2023-06-09_12,42.5,GGN,North
2023-06-09_13,41.7,GGN,North
2023-06-09_14,39.0,GGN,North
2023-06-09_15,37.4,GGN,North
2023-06-09_16,36.2,GGN,North
2023-06-09_17,35.5,GGN,North
2023-06-09_18,38.2,GGN,North
2023-06-09_19,36.7,GGN,North
2023-06-09_20,36.1,GGN,North
2023-06-09_21,35.8,GGN,North
2023-06-09_22,35.3,GGN,North
2023-06-09_23,34.5,GGN,North
2023-05-01_00,22.4,GHT,North
2023-05-01_01,25.4,GHT,North
2023-05-01_02,27.2,GHT,North
2023-05-01_03,29.2,GHT,North
2023-05-01_04,29.4,GHT,North
2023-05-01_05,29.9,GHT,North
2023-05-01_06,31.7,GHT,North
2023-05-01_07,33.1,GHT,North
2023-05-01_08,33.5,GHT,North
2023-05-01_09,28.7,GHT,North
2023-05-01_10,31.6,GHT,North
2023-05-01_11,30.9,GHT,North
2023-05-01_12,29.0,GHT,North
2023-05-01_13,26.3,GHT,North
2023-05-01_14,24.9,GHT,North
2023-05-01_15,24.5,GHT,North
2023-05-01_16,24.2,GHT,North
2023-05-01_17,23.6,GHT,North
2023-05-01_18,22.8,GHT,North
2023-05-01_19,24.0,GHT,North
2023-05-01_20,24.6,GHT,North
2023-05-01_21,24.1,GHT,North
2023-05-01_22,22.1,GHT,North
2023-05-01_23,21.6,GHT,North
2023-05-02_00,23.5,GHT,North
2023-05-02_01,26.3,GHT,North
2023-05-02_02,28.2,GHT,North
2023-05-02_03,28.2,GHT,North
2023-05-02_04,28.5,GHT,North
2023-05-02_05,28.6,GHT,North
2023-05-02_06,32.4,GHT,North
2023-05-02_07,30.9,GHT,North
2023-05-02_08,28.5,GHT,North
2023-05-02_09,29.2,GHT,North
2023-05-02_10,30.4,GHT,North
2023-05-02_11,30.3,GHT,North
2023-05-02_12,28.6,GHT,North
2023-05-02_13,27.6,GHT,North
2023-05-02_14,24.7,GHT,North
2023-05-02_15,25.1,GHT,North
2023-05-02_16,24.5,GHT,North
2023-05-02_17,24.1,GHT,North
2023-05-02_18,23.9,GHT,North
2023-05-02_19,23.4,GHT,North
2023-05-02_20,23.0,GHT,North
2023-05-02_21,23.0,GHT,North
2023-05-02_22,23.5,GHT,North
2023-05-02_23,23.4,GHT,North
2023-05-03_00,23.5,GHT,North
2023-05-03_01,25.8,GHT,North
2023-05-03_02,27.2,GHT,North
2023-05-03_03,29.4,GHT,North
2023-05-03_04,30.6,GHT,North
2023-05-03_05,31.0,GHT,North
2023-05-03_06,32.9,GHT,North
2023-05-03_07,33.0,GHT,North
2023-05-03_08,29.8,GHT,North
2023-05-03_09,32.6,GHT,North
2023-05-03_10,31.5,GHT,North
2023-05-03_11,31.8,GHT,North
2023-05-03_12,29.5,GHT,North
2023-05-03_13,27.7,GHT,North
2023-05-03_14,25.2,GHT,North
2023-05-03_15,23.9,GHT,North
2023-05-03_16,23.5,GHT,North
2023-05-03_17,21.9,GHT,North
2023-05-03_18,22.9,GHT,North
2023-05-03_19,23.0,GHT,North
2023-05-03_20,23.1,GHT,North
2023-05-03_21,22.6,GHT,North
2023-05-03_22,21.9,GHT,North
2023-05-03_23,22.0,GHT,North
2023-05-04_00,21.9,GHT,North
2023-05-04_01,24.6,GHT,North
2023-05-04_02,26.4,GHT,North
2023-05-04_03,28.3,GHT,North
2023-05-04_04,29.0,GHT,North
2023-05-04_05,29.6,GHT,North
2023-05-04_06,31.1,GHT,North
2023-05-04_07,30.5,GHT,North
2023-05-04_08,26.3,GHT,North
2023-05-04_09,28.7,GHT,North
2023-05-04_10,29.7,GHT,North
2023-05-04_11,29.0,GHT,North
2023-05-04_18,23.1,GHT,North
2023-05-04_19,23.1,GHT,North
2023-05-04_20,23.2,GHT,North
2023-05-04_21,23.1,GHT,North
2023-05-04_22,22.9,GHT,North
2023-05-04_23,22.9,GHT,North
2023-05-05_00,23.0,GHT,North
2023-05-05_01,24.8,GHT,North
2023-05-05_02,24.5,GHT,North
2023-05-05_03,23.5,GHT,North
2023-05-05_04,26.2,GHT,North
2023-05-05_05,28.4,GHT,North
2023-05-05_06,32.7,GHT,North
2023-05-05_07,33.8,GHT,North
2023-05-05_08,34.1,GHT,North
2023-05-05_09,30.4,GHT,North
2023-05-05_09,33.8,GHT,North
2023-05-05_10,30.5,GHT,North
2023-05-05_10,31.5,GHT,North
2023-05-05_11,30.2,GHT,North
2023-05-05_11,30.9,GHT,North
2023-05-05_12,28.7,GHT,North
2023-05-05_12,29.5,GHT,North
2023-05-05_13,27.0,GHT,North
2023-05-05_13,28.2,GHT,North
2023-05-05_14,25.7,GHT,North
2023-05-05_14,26.6,GHT,North
2023-05-05_15,26.3,GHT,North
2023-05-05_16,25.3,GHT,North
2023-05-05_17,25.3,GHT,North
2023-05-05_18,23.6,GHT,North
2023-05-05_19,23.2,GHT,North
2023-05-05_20,23.2,GHT,North
2023-05-05_21,22.7,GHT,North
2023-05-05_22,22.8,GHT,North
2023-05-05_23,22.9,GHT,North
2023-05-06_00,24.3,GHT,North
2023-05-06_01,26.6,GHT,North
2023-05-06_02,28.1,GHT,North
2023-05-06_03,29.4,GHT,North
2023-05-06_04,30.7,GHT,North
2023-05-06_05,31.7,GHT,North
2023-05-06_06,34.8,GHT,North
2023-05-06_07,35.9,GHT,North
2023-05-06_08,36.0,GHT,North
2023-05-06_09,35.9,GHT,North
2023-05-06_10,34.7,GHT,North
2023-05-06_11,34.1,GHT,North
2023-05-06_12,30.1,GHT,North
2023-05-06_13,29.1,GHT,North
2023-05-06_14,29.4,GHT,North
2023-05-06_15,27.6,GHT,North
2023-05-06_16,25.9,GHT,North
2023-05-06_17,24.5,GHT,North
2023-05-06_18,25.3,GHT,North
2023-05-06_19,24.6,GHT,North
2023-05-06_20,23.9,GHT,North
2023-05-06_21,23.2,GHT,North
2023-05-06_22,22.6,GHT,North
2023-05-06_23,22.0,GHT,North
2023-05-07_00,23.5,GHT,North
2023-05-07_01,26.2,GHT,North
2023-05-07_02,27.7,GHT,North
2023-05-07_03,29.7,GHT,North
2023-05-07_04,31.2,GHT,North
2023-05-07_05,32.2,GHT,North
2023-05-07_06,34.1,GHT,North
2023-05-07_07,34.3,GHT,North
2023-05-07_08,34.2,GHT,North
2023-05-07_09,34.7,GHT,North
2023-05-07_10,34.5,GHT,North
2023-05-07_11,33.3,GHT,North
2023-05-07_12,30.5,GHT,North
2023-05-07_13,28.5,GHT,North
2023-05-07_14,27.8,GHT,North
2023-05-07_15,28.0,GHT,North
2023-05-07_16,26.0,GHT,North
2023-05-07_17,25.8,GHT,North
2023-05-07_18,24.5,GHT,North
2023-05-07_19,23.9,GHT,North
2023-05-07_20,23.6,GHT,North
2023-05-07_21,23.4,GHT,North
2023-05-07_22,23.0,GHT,North
2023-05-07_23,22.4,GHT,North
2023-05-08_00,24.1,GHT,North
2023-05-08_01,27.1,GHT,North
2023-05-08_02,28.9,GHT,North
2023-05-08_03,30.2,GHT,North
2023-05-08_04,29.9,GHT,North
2023-05-08_05,30.7,GHT,North
2023-05-08_06,34.6,GHT,North
2023-05-08_07,35.2,GHT,North
2023-05-08_08,35.2,GHT,North
2023-05-08_09,35.1,GHT,North
2023-05-08_10,34.2,GHT,North
2023-05-08_11,32.3,GHT,North
2023-05-08_12,30.2,GHT,North
2023-05-08_13,28.9,GHT,North
2023-05-08_14,28.1,GHT,North
2023-05-08_15,27.7,GHT,North
2023-05-08_16,27.1,GHT,North
2023-05-08_17,25.5,GHT,North
2023-05-08_18,24.0,GHT,North
2023-05-08_19,23.6,GHT,North
2023-05-08_20,23.2,GHT,North
2023-05-08_21,22.5,GHT,North
2023-05-08_22,22.2,GHT,North
2023-05-08_23,22.2,GHT,North
2023-05-09_00,24.5,GHT,North
2023-05-09_01,27.5,GHT,North
2023-05-09_02,29.9,GHT,North
2023-05-09_03,31.4,GHT,North
2023-05-09_04,32.9,GHT,North
2023-05-09_05,34.1,GHT,North
2023-05-09_06,36.5,GHT,North
2023-05-09_07,37.5,GHT,North
2023-05-09_08,36.8,GHT,North
2023-05-09_09,37.1,GHT,North
2023-05-09_10,37.9,GHT,North
2023-05-09_11,35.6,GHT,North
2023-05-09_12,30.9,GHT,North
2023-05-09_13,30.3,GHT,North
2023-05-09_14,29.9,GHT,North
2023-05-09_15,28.4,GHT,North
2023-05-09_16,28.1,GHT,North
2023-05-09_17,28.3,GHT,North
2023-05-09_18,23.8,GHT,North
2023-05-09_19,23.2,GHT,North
2023-05-09_20,23.1,GHT,North
2023-05-09_21,23.5,GHT,North
2023-05-09_22,21.9,GHT,North
2023-05-09_23,21.9,GHT,North
2023-05-10_00,25.1,GHT,North
2023-05-10_01,29.0,GHT,North
2023-05-10_02,31.4,GHT,North
2023-05-10_03,34.0,GHT,North
2023-05-10_04,34.5,GHT,North
2023-05-10_05,35.6,GHT,North
2023-05-10_06,37.9,GHT,North
2023-05-10_07,39.4,GHT,North
2023-05-10_08,39.4,GHT,North
2023-05-10_09,38.5,GHT,North
2023-05-10_10,37.9,GHT,North
2023-05-10_11,36.4,GHT,North
2023-05-10_12,33.1,GHT,North
2023-05-10_13,30.4,GHT,North
2023-05-10_14,27.5,GHT,North
2023-05-10_15,26.1,GHT,North
2023-05-10_16,25.3,GHT,North
2023-05-10_17,26.6,GHT,North
2023-05-10_18,25.6,GHT,North
2023-05-10_19,24.8,GHT,North
2023-05-10_20,24.4,GHT,North
2023-05-10_21,24.4,GHT,North
2023-05-10_22,23.4,GHT,North
2023-05-10_23,22.2,GHT,North
2023-05-11_00,25.1,GHT,North
2023-05-11_01,27.3,GHT,North
2023-05-11_02,29.4,GHT,North
2023-05-11_03,31.6,GHT,North
2023-05-11_04,32.6,GHT,North
2023-05-11_05,32.8,GHT,North
2023-05-11_06,36.2,GHT,North
2023-05-11_07,35.8,GHT,North
2023-05-11_08,35.5,GHT,North
2023-05-11_09,35.8,GHT,North
2023-05-11_10,35.2,GHT,North
2023-05-11_11,34.6,GHT,North
2023-05-11_12,31.1,GHT,North
2023-05-11_13,30.8,GHT,North
2023-05-11_14,29.7,GHT,North
2023-05-11_15,25.6,GHT,North
2023-05-11_16,25.5,GHT,North
2023-05-11_17,23.7,GHT,North
2023-05-11_18,24.8,GHT,North
2023-05-11_19,24.6,GHT,North
2023-05-11_20,23.8,GHT,North
2023-05-11_21,23.2,GHT,North
2023-05-11_22,23.4,GHT,North
2023-05-11_23,23.2,GHT,North
2023-05-12_00,24.8,GHT,North
2023-05-12_01,27.4,GHT,North
2023-05-12_02,26.8,GHT,North
2023-05-12_03,29.4,GHT,North
2023-05-12_04,31.5,GHT,North
2023-05-12_05,33.5,GHT,North
2023-05-12_06,35.8,GHT,North
2023-05-12_07,36.3,GHT,North
2023-05-12_08,29.7,GHT,North
2023-05-12_09,32.3,GHT,North
2023-05-12_10,33.3,GHT,North
2023-05-12_11,32.9,GHT,North
2023-05-12_12,30.9,GHT,North
2023-05-12_13,28.9,GHT,North
2023-05-12_14,27.6,GHT,North
2023-05-12_15,26.5,GHT,North
2023-05-12_16,25.7,GHT,North
2023-05-12_17,26.0,GHT,North
2023-05-12_18,24.9,GHT,North
2023-05-12_19,24.3,GHT,North
2023-05-12_20,23.4,GHT,North
2023-05-12_21,23.0,GHT,North
2023-05-12_22,22.2,GHT,North
2023-05-12_23,22.6,GHT,North
2023-05-13_00,23.9,GHT,North
2023-05-13_01,27.0,GHT,North
2023-05-13_02,29.1,GHT,North
2023-05-13_03,30.8,GHT,North
2023-05-13_04,33.0,GHT,North
2023-05-13_05,34.5,GHT,North
2023-05-13_06,36.1,GHT,North
2023-05-13_07,37.0,GHT,North
2023-05-13_08,37.0,GHT,North
2023-05-13_09,37.0,GHT,North
2023-05-13_10,36.5,GHT,North
2023-05-13_11,35.3,GHT,North
2023-05-13_12,31.5,GHT,North
2023-05-13_13,28.3,GHT,North
2023-05-13_14,28.7,GHT,North
2023-05-13_15,28.0,GHT,North
2023-05-13_16,26.0,GHT,North
2023-05-13_17,26.1,GHT,North
2023-05-13_18,25.0,GHT,North
2023-05-13_19,24.5,GHT,North
2023-05-13_20,24.5,GHT,North
2023-05-13_21,24.2,GHT,North
2023-05-13_22,23.3,GHT,North
2023-05-13_23,23.4,GHT,North
2023-05-14_00,25.8,GHT,North
2023-05-14_01,28.7,GHT,North
2023-05-14_02,30.3,GHT,North
2023-05-14_03,32.0,GHT,North
2023-05-14_04,33.4,GHT,North
2023-05-14_05,35.2,GHT,North
2023-05-14_06,34.5,GHT,North
2023-05-14_07,35.9,GHT,North
2023-05-14_08,35.5,GHT,North
2023-05-14_09,35.0,GHT,North
2023-05-14_10,33.9,GHT,North
2023-05-14_11,32.0,GHT,North
2023-05-14_12,28.7,GHT,North
2023-05-14_13,28.4,GHT,North
2023-05-14_14,27.0,GHT,North
2023-05-14_15,26.9,GHT,North
2023-05-14_16,26.7,GHT,North
2023-05-14_17,26.1,GHT,North
2023-05-14_18,24.1,GHT,North
2023-05-14_19,23.6,GHT,North
2023-05-14_20,23.1,GHT,North
2023-05-14_21,23.2,GHT,North
2023-05-14_22,22.7,GHT,North
2023-05-14_23,22.3,GHT,North
2023-05-15_00,23.1,GHT,North
2023-05-15_01,25.8,GHT,North
2023-05-15_02,27.5,GHT,North
2023-05-15_03,28.9,GHT,North
2023-05-15_04,30.2,GHT,North
2023-05-15_05,31.4,GHT,North
2023-05-15_06,32.5,GHT,North
2023-05-15_07,33.3,GHT,North
2023-05-15_08,28.7,GHT,North
2023-05-15_09,29.6,GHT,North
2023-05-15_10,31.4,GHT,North
2023-05-15_11,31.8,GHT,North
2023-05-15_12,27.4,GHT,North
2023-05-15_13,26.4,GHT,North
2023-05-15_14,25.9,GHT,North
2023-05-15_15,25.0,GHT,North
2023-05-15_16,24.7,GHT,North
2023-05-15_17,24.7,GHT,North
2023-05-15_18,22.0,GHT,North
2023-05-15_19,22.7,GHT,North
2023-05-15_20,22.5,GHT,North
2023-05-15_21,22.2,GHT,North
2023-05-15_22,21.4,GHT,North
2023-05-15_23,21.7,GHT,North
2023-05-16_00,22.6,GHT,North
2023-05-16_01,25.5,GHT,North
2023-05-16_02,28.0,GHT,North
2023-05-16_03,28.6,GHT,North
2023-05-16_04,29.4,GHT,North
2023-05-16_05,29.4,GHT,North
2023-05-16_06,32.8,GHT,North
2023-05-16_07,31.9,GHT,North
2023-05-16_08,32.3,GHT,North
2023-05-16_09,32.5,GHT,North
2023-05-16_10,31.2,GHT,North
2023-05-16_11,28.9,GHT,North
2023-05-16_12,29.0,GHT,North
2023-05-16_13,26.9,GHT,North
2023-05-16_14,26.5,GHT,North
2023-05-16_15,23.5,GHT,North
2023-05-16_16,22.5,GHT,North
2023-05-16_17,22.4,GHT,North
2023-05-16_18,22.2,GHT,North
2023-05-16_19,23.1,GHT,North
2023-05-16_20,22.5,GHT,North
2023-05-16_21,22.7,GHT,North
2023-05-16_22,22.7,GHT,North
2023-05-16_23,22.5,GHT,North
2023-05-17_00,21.6,GHT,North
2023-05-17_01,22.6,GHT,North
2023-05-17_02,23.3,GHT,North
2023-05-17_03,24.5,GHT,North
2023-05-17_04,26.5,GHT,North
2023-05-17_05,28.2,GHT,North
2023-05-17_06,30.1,GHT,North
2023-05-17_07,29.9,GHT,North
2023-05-17_08,30.9,GHT,North
2023-05-17_09,31.4,GHT,North
2023-05-17_10,31.1,GHT,North
2023-05-17_11,30.3,GHT,North
2023-05-17_12,27.8,GHT,North
2023-05-17_13,25.6,GHT,North
2023-05-17_14,25.4,GHT,North
2023-05-17_15,24.6,GHT,North
2023-05-17_16,23.3,GHT,North
2023-05-17_17,23.2,GHT,North
2023-05-17_18,21.6,GHT,North
2023-05-17_19,21.7,GHT,North
2023-05-17_20,21.6,GHT,North
2023-05-17_21,21.2,GHT,North
2023-05-17_22,21.1,GHT,North
2023-05-17_23,21.7,GHT,North
2023-05-18_00,22.0,GHT,North
2023-05-18_01,23.9,GHT,North
2023-05-18_02,25.5,GHT,North
2023-05-18_03,26.3,GHT,North
2023-05-18_04,27.0,GHT,North
2023-05-18_05,27.7,GHT,North
2023-05-18_06,30.8,GHT,North
2023-05-18_07,31.0,GHT,North
2023-05-18_08,31.3,GHT,North
2023-05-18_09,30.4,GHT,North
2023-05-18_10,28.6,GHT,North
2023-05-18_11,24.5,GHT,North
2023-05-18_12,27.1,GHT,North
2023-05-18_13,25.8,GHT,North
2023-05-18_14,25.3,GHT,North
2023-05-18_15,24.7,GHT,North
2023-05-18_16,24.7,GHT,North
2023-05-18_17,24.3,GHT,North
2023-05-18_18,22.3,GHT,North
2023-05-18_19,22.3,GHT,North
2023-05-18_20,22.4,GHT,North
2023-05-18_21,22.4,GHT,North
2023-05-18_22,22.5,GHT,North
2023-05-18_23,22.4,GHT,North
2023-05-19_00,22.3,GHT,North
2023-05-19_01,24.1,GHT,North
2023-05-19_02,25.1,GHT,North
2023-05-19_03,26.1,GHT,North
2023-05-19_04,27.8,GHT,North
2023-05-19_05,28.1,GHT,North
2023-05-19_06,30.5,GHT,North
2023-05-19_07,26.7,GHT,North
2023-05-19_08,27.1,GHT,North
2023-05-19_09,28.0,GHT,North
2023-05-19_10,27.9,GHT,North
2023-05-19_11,27.9,GHT,North
2023-05-19_12,27.4,GHT,North
2023-05-19_13,26.5,GHT,North
2023-05-19_14,25.8,GHT,North
2023-05-19_15,25.0,GHT,North
2023-05-19_16,25.1,GHT,North
2023-05-19_17,24.9,GHT,North
2023-05-19_18,23.2,GHT,North
2023-05-19_19,23.1,GHT,North
2023-05-19_20,23.6,GHT,North
2023-05-19_21,23.2,GHT,North
2023-05-19_22,22.5,GHT,North
2023-05-19_23,22.0,GHT,North
2023-05-20_00,23.6,GHT,North
2023-05-20_01,26.4,GHT,North
2023-05-20_02,28.7,GHT,North
2023-05-20_03,29.5,GHT,North
2023-05-20_04,30.3,GHT,North
2023-05-20_05,26.6,GHT,North
2023-05-20_06,34.0,GHT,North
2023-05-20_07,34.3,GHT,North
2023-05-20_08,35.4,GHT,North
2023-05-20_09,28.0,GHT,North
2023-05-20_10,30.8,GHT,North
2023-05-20_11,30.2,GHT,North
2023-05-20_12,29.5,GHT,North
2023-05-20_13,28.3,GHT,North
2023-05-20_14,27.4,GHT,North
2023-05-20_15,26.0,GHT,North
2023-05-20_16,24.9,GHT,North
2023-05-20_17,23.9,GHT,North
2023-05-20_18,24.0,GHT,North
2023-05-20_19,24.0,GHT,North
2023-05-20_20,24.5,GHT,North
2023-05-20_21,24.9,GHT,North
2023-05-20_22,24.0,GHT,North
2023-05-20_23,24.4,GHT,North
2023-05-21_00,23.5,GHT,North
2023-05-21_01,26.1,GHT,North
2023-05-21_02,29.0,GHT,North
2023-05-21_03,30.7,GHT,North
2023-05-21_04,31.9,GHT,North
2023-05-21_05,33.0,GHT,North
2023-05-21_06,32.9,GHT,North
2023-05-21_07,32.4,GHT,North
2023-05-21_08,32.2,GHT,North
2023-05-21_09,32.2,GHT,North
2023-05-21_10,30.0,GHT,North
2023-05-21_11,28.5,GHT,North
2023-05-21_12,28.7,GHT,North
2023-05-21_13,27.6,GHT,North
2023-05-21_14,26.1,GHT,North
2023-05-21_15,24.8,GHT,North
2023-05-21_16,24.1,GHT,North
2023-05-21_17,23.6,GHT,North
2023-05-21_18,23.0,GHT,North
2023-05-21_19,23.1,GHT,North
2023-05-21_20,23.3,GHT,North
2023-05-21_21,23.1,GHT,North
2023-05-21_22,23.0,GHT,North
2023-05-21_23,22.4,GHT,North
2023-05-22_00,22.9,GHT,North
2023-05-22_01,25.5,GHT,North
2023-05-22_02,27.4,GHT,North
2023-05-22_03,28.6,GHT,North
2023-05-22_04,30.3,GHT,North
2023-05-22_05,31.9,GHT,North
2023-05-22_06,32.8,GHT,North
2023-05-22_07,32.7,GHT,North
2023-05-22_08,33.1,GHT,North
2023-05-22_09,33.2,GHT,North
2023-05-22_10,33.1,GHT,North
2023-05-22_11,32.6,GHT,North
2023-05-22_12,29.0,GHT,North
2023-05-22_13,27.1,GHT,North
2023-05-22_14,26.7,GHT,North
2023-05-22_15,26.2,GHT,North
2023-05-22_16,25.4,GHT,North
2023-05-22_17,25.0,GHT,North
2023-05-22_18,24.2,GHT,North
2023-05-22_19,23.9,GHT,North
2023-05-22_20,23.9,GHT,North
2023-05-22_21,23.8,GHT,North
2023-05-22_22,24.0,GHT,North
2023-05-22_23,23.3,GHT,North
2023-05-23_00,24.7,GHT,North
2023-05-23_01,26.5,GHT,North
2023-05-23_02,26.2,GHT,North
2023-05-23_03,25.7,GHT,North
2023-05-23_04,26.6,GHT,North
2023-05-23_05,26.9,GHT,North
2023-05-23_06,32.8,GHT,North
2023-05-23_07,32.9,GHT,North
2023-05-23_08,33.0,GHT,North
2023-05-23_09,31.5,GHT,North
2023-05-23_10,31.4,GHT,North
2023-05-23_11,31.4,GHT,North
2023-05-23_12,30.5,GHT,North
2023-05-23_13,29.6,GHT,North
2023-05-23_14,27.1,GHT,North
2023-05-23_15,25.1,GHT,North
2023-05-23_16,23.8,GHT,North
2023-05-23_17,23.8,GHT,North
2023-05-23_18,25.0,GHT,North
2023-05-23_19,25.1,GHT,North
2023-05-23_20,25.2,GHT,North
2023-05-23_21,25.4,GHT,North
2023-05-23_22,25.9,GHT,North
2023-05-23_23,25.1,GHT,North
2023-05-24_00,24.1,GHT,North
2023-05-24_01,25.3,GHT,North
2023-05-24_02,25.9,GHT,North
2023-05-24_03,25.7,GHT,North
2023-05-24_04,25.1,GHT,North
2023-05-24_05,27.0,GHT,North
2023-05-24_06,30.8,GHT,North
2023-05-24_07,31.7,GHT,North
2023-05-24_08,32.2,GHT,North
2023-05-24_09,32.2,GHT,North
2023-05-24_10,32.1,GHT,North
2023-05-24_11,31.6,GHT,North
2023-05-24_12,28.9,GHT,North
2023-05-24_13,27.6,GHT,North
2023-05-24_14,26.7,GHT,North
2023-05-24_15,26.1,GHT,North
2023-05-24_16,26.1,GHT,North
2023-05-24_17,25.8,GHT,North
2023-05-24_18,24.4,GHT,North
2023-05-24_19,23.7,GHT,North
2023-05-24_20,23.4,GHT,North
2023-05-24_21,24.1,GHT,North
2023-05-24_22,24.4,GHT,North
2023-05-24_23,24.1,GHT,North
2023-05-25_00,25.0,GHT,North
2023-05-25_01,27.4,GHT,North
2023-05-25_02,29.2,GHT,North
2023-05-25_03,30.6,GHT,North
2023-05-25_04,31.1,GHT,North
2023-05-25_05,31.9,GHT,North
2023-05-25_06,32.2,GHT,North
2023-05-25_07,31.5,GHT,North
2023-05-25_08,31.6,GHT,North
2023-05-25_09,32.1,GHT,North
2023-05-25_10,31.7,GHT,North
2023-05-25_11,31.2,GHT,North
2023-05-25_12,30.2,GHT,North
2023-05-25_13,28.0,GHT,North
2023-05-25_14,26.1,GHT,North
2023-05-25_15,24.9,GHT,North
2023-05-25_16,24.6,GHT,North
2023-05-25_17,24.4,GHT,North
2023-05-25_18,24.7,GHT,North
2023-05-25_19,24.5,GHT,North
2023-05-25_20,24.5,GHT,North
2023-05-25_21,24.1,GHT,North
2023-05-25_22,24.3,GHT,North
2023-05-25_23,24.1,GHT,North
2023-05-26_00,24.1,GHT,North
2023-05-26_01,25.6,GHT,North
2023-05-26_02,27.0,GHT,North
2023-05-26_03,28.7,GHT,North
2023-05-26_04,29.8,GHT,North
2023-05-26_05,30.6,GHT,North
2023-05-26_06,32.1,GHT,North
2023-05-26_07,32.5,GHT,North
2023-05-26_08,32.3,GHT,North
2023-05-26_09,32.4,GHT,North
2023-05-26_10,32.2,GHT,North
2023-05-26_11,29.3,GHT,North
2023-05-26_12,29.9,GHT,North
2023-05-26_13,29.1,GHT,North
2023-05-26_14,28.8,GHT,North
2023-05-26_15,26.2,GHT,North
2023-05-26_16,24.5,GHT,North
2023-05-26_17,24.0,GHT,North
2023-05-26_18,24.3,GHT,North
2023-05-26_19,24.4,GHT,North
2023-05-26_20,23.8,GHT,North
2023-05-26_21,23.9,GHT,North
2023-05-26_22,23.8,GHT,North
2023-05-26_23,23.0,GHT,North
2023-05-27_00,23.8,GHT,North
2023-05-27_01,25.7,GHT,North
2023-05-27_02,27.2,GHT,North
2023-05-27_03,29.2,GHT,North
2023-05-27_04,30.6,GHT,North
2023-05-27_05,31.0,GHT,North
2023-05-27_06,32.4,GHT,North
2023-05-27_07,31.8,GHT,North
2023-05-27_08,31.6,GHT,North
2023-05-27_09,30.8,GHT,North
2023-05-27_10,31.0,GHT,North
2023-05-27_11,27.2,GHT,North
2023-05-27_12,29.6,GHT,North
2023-05-27_13,28.2,GHT,North
2023-05-27_14,25.4,GHT,North
2023-05-27_15,24.8,GHT,North
