Forecast/Hour,TT,sub_station,Region
2023-05-01_00,20.2,ABP,East North East
2023-05-01_01,20.7,ABP,East North East
2023-05-01_02,21.9,ABP,East North East
2023-05-01_03,23.3,ABP,East North East
2023-05-01_04,25.0,ABP,East North East
2023-05-01_05,25.8,ABP,East North East
2023-05-01_06,27.9,ABP,East North East
2023-05-01_07,29.4,ABP,East North East
2023-05-01_08,30.3,ABP,East North East
2023-05-01_09,30.0,ABP,East North East
2023-05-01_10,28.5,ABP,East North East
2023-05-01_11,24.2,ABP,East North East
2023-05-01_12,28.5,ABP,East North East
2023-05-01_13,26.7,ABP,East North East
2023-05-01_14,23.6,ABP,East North East
2023-05-01_15,22.9,ABP,East North East
2023-05-01_16,22.4,ABP,East North East
2023-05-01_17,22.2,ABP,East North East
2023-05-01_18,22.5,ABP,East North East
2023-05-01_19,21.6,ABP,East North East
2023-05-01_20,20.3,ABP,East North East
2023-05-01_21,20.0,ABP,East North East
2023-05-01_22,19.9,ABP,East North East
2023-05-01_23,19.9,ABP,East North East
2023-05-02_00,21.0,ABP,East North East
2023-05-02_01,22.0,ABP,East North East
2023-05-02_02,23.2,ABP,East North East
2023-05-02_03,26.1,ABP,East North East
2023-05-02_04,28.3,ABP,East North East
2023-05-02_05,30.3,ABP,East North East
2023-05-02_06,30.8,ABP,East North East
2023-05-02_07,31.6,ABP,East North East
2023-05-02_08,29.3,ABP,East North East
2023-05-02_09,29.2,ABP,East North East
2023-05-02_10,29.8,ABP,East North East
2023-05-02_11,30.1,ABP,East North East
2023-05-02_12,28.7,ABP,East North East
2023-05-02_13,26.8,ABP,East North East
2023-05-02_14,25.7,ABP,East North East
2023-05-02_15,24.6,ABP,East North East
2023-05-02_16,23.8,ABP,East North East
2023-05-02_17,23.2,ABP,East North East
2023-05-02_18,23.3,ABP,East North East
2023-05-02_19,22.4,ABP,East North East
2023-05-02_20,21.7,ABP,East North East
2023-05-02_21,21.5,ABP,East North East
2023-05-02_22,21.2,ABP,East North East
2023-05-02_23,21.2,ABP,East North East
2023-05-03_00,21.3,ABP,East North East
2023-05-03_01,22.5,ABP,East North East
2023-05-03_02,24.2,ABP,East North East
2023-05-03_03,25.9,ABP,East North East
2023-05-03_04,27.7,ABP,East North East
2023-05-03_05,28.4,ABP,East North East
2023-05-03_06,26.4,ABP,East North East
2023-05-03_07,27.5,ABP,East North East
2023-05-03_08,29.0,ABP,East North East
2023-05-03_09,29.8,ABP,East North East
2023-05-03_10,30.5,ABP,East North East
2023-05-03_11,30.3,ABP,East North East
2023-05-03_12,28.9,ABP,East North East
2023-05-03_13,27.1,ABP,East North East
2023-05-03_14,26.3,ABP,East North East
2023-05-03_15,25.5,ABP,East North East
2023-05-03_16,25.0,ABP,East North East
2023-05-03_17,24.1,ABP,East North East
2023-05-03_18,24.0,ABP,East North East
2023-05-03_19,23.3,ABP,East North East
2023-05-03_20,22.7,ABP,East North East
2023-05-03_21,21.9,ABP,East North East
2023-05-03_22,21.8,ABP,East North East
2023-05-03_23,21.6,ABP,East North East
2023-05-04_00,21.4,ABP,East North East
2023-05-04_01,23.4,ABP,East North East
2023-05-04_02,26.1,ABP,East North East
2023-05-04_03,27.9,ABP,East North East
2023-05-04_04,29.8,ABP,East North East
2023-05-04_05,31.2,ABP,East North East
2023-05-04_06,30.6,ABP,East North East
2023-05-04_07,31.6,ABP,East North East
2023-05-04_08,32.3,ABP,East North East
2023-05-04_09,32.7,ABP,East North East
2023-05-04_10,32.4,ABP,East North East
2023-05-04_11,31.8,ABP,East North East
2023-05-04_18,25.0,ABP,East North East
2023-05-04_19,24.0,ABP,East North East
2023-05-04_20,23.7,ABP,East North East
2023-05-04_21,23.1,ABP,East North East
2023-05-04_22,23.2,ABP,East North East
2023-05-04_23,22.9,ABP,East North East
2023-05-05_00,22.8,ABP,East North East
2023-05-05_01,24.0,ABP,East North East
2023-05-05_02,26.4,ABP,East North East
2023-05-05_03,28.7,ABP,East North East
2023-05-05_04,30.4,ABP,East North East
2023-05-05_05,29.7,ABP,East North East
2023-05-05_06,30.5,ABP,East North East
2023-05-05_07,32.0,ABP,East North East
2023-05-05_08,32.6,ABP,East North East
2023-05-05_09,34.0,ABP,East North East
2023-05-05_09,33.1,ABP,East North East
2023-05-05_10,34.0,ABP,East North East
2023-05-05_10,33.2,ABP,East North East
2023-05-05_11,33.7,ABP,East North East
2023-05-05_11,32.9,ABP,East North East
2023-05-05_12,32.7,ABP,East North East
2023-05-05_12,30.8,ABP,East North East
2023-05-05_13,30.1,ABP,East North East
2023-05-05_13,29.2,ABP,East North East
2023-05-05_14,28.7,ABP,East North East
2023-05-05_14,27.9,ABP,East North East
2023-05-05_15,26.4,ABP,East North East
2023-05-05_16,26.0,ABP,East North East
2023-05-05_17,25.4,ABP,East North East
2023-05-05_18,25.1,ABP,East North East
2023-05-05_19,24.3,ABP,East North East
2023-05-05_20,23.7,ABP,East North East
2023-05-05_21,23.5,ABP,East North East
2023-05-05_22,23.4,ABP,East North East
2023-05-05_23,23.1,ABP,East North East
2023-05-06_00,22.3,ABP,East North East
2023-05-06_01,24.2,ABP,East North East
2023-05-06_02,26.7,ABP,East North East
2023-05-06_03,29.6,ABP,East North East
2023-05-06_04,31.5,ABP,East North East
2023-05-06_05,32.9,ABP,East North East
2023-05-06_06,33.3,ABP,East North East
2023-05-06_07,34.8,ABP,East North East
2023-05-06_08,35.2,ABP,East North East
2023-05-06_09,35.1,ABP,East North East
2023-05-06_10,35.2,ABP,East North East
2023-05-06_11,34.5,ABP,East North East
2023-05-06_12,33.0,ABP,East North East
2023-05-06_13,30.4,ABP,East North East
2023-05-06_14,29.3,ABP,East North East
2023-05-06_15,28.2,ABP,East North East
2023-05-06_16,27.5,ABP,East North East
2023-05-06_17,26.2,ABP,East North East
2023-05-06_18,25.7,ABP,East North East
2023-05-06_19,25.7,ABP,East North East
2023-05-06_20,24.7,ABP,East North East
2023-05-06_21,24.9,ABP,East North East
2023-05-06_22,24.6,ABP,East North East
2023-05-06_23,23.7,ABP,East North East
2023-05-07_00,23.0,ABP,East North East
2023-05-07_01,25.4,ABP,East North East
2023-05-07_02,28.7,ABP,East North East
2023-05-07_03,31.6,ABP,East North East
2023-05-07_04,33.9,ABP,East North East
2023-05-07_05,35.5,ABP,East North East
2023-05-07_06,35.3,ABP,East North East
2023-05-07_07,36.6,ABP,East North East
2023-05-07_08,37.0,ABP,East North East
2023-05-07_09,35.0,ABP,East North East
2023-05-07_10,36.3,ABP,East North East
2023-05-07_11,36.0,ABP,East North East
2023-05-07_12,34.0,ABP,East North East
2023-05-07_13,32.4,ABP,East North East
2023-05-07_14,31.4,ABP,East North East
2023-05-07_15,30.1,ABP,East North East
2023-05-07_16,30.0,ABP,East North East
2023-05-07_17,28.0,ABP,East North East
2023-05-07_18,27.4,ABP,East North East
2023-05-07_19,26.8,ABP,East North East
2023-05-07_20,26.2,ABP,East North East
2023-05-07_21,25.6,ABP,East North East
2023-05-07_22,24.6,ABP,East North East
2023-05-07_23,24.4,ABP,East North East
2023-05-08_00,24.7,ABP,East North East
2023-05-08_01,27.0,ABP,East North East
2023-05-08_02,31.2,ABP,East North East
2023-05-08_03,34.4,ABP,East North East
2023-05-08_04,35.6,ABP,East North East
2023-05-08_05,36.9,ABP,East North East
2023-05-08_06,36.3,ABP,East North East
2023-05-08_07,35.4,ABP,East North East
2023-05-08_08,32.2,ABP,East North East
2023-05-08_09,34.5,ABP,East North East
2023-05-08_10,29.3,ABP,East North East
2023-05-08_11,30.0,ABP,East North East
2023-05-08_12,34.7,ABP,East North East
2023-05-08_13,32.9,ABP,East North East
2023-05-08_14,30.5,ABP,East North East
2023-05-08_15,28.2,ABP,East North East
2023-05-08_16,28.4,ABP,East North East
2023-05-08_17,28.8,ABP,East North East
2023-05-08_18,28.4,ABP,East North East
2023-05-08_19,27.4,ABP,East North East
2023-05-08_20,26.8,ABP,East North East
2023-05-08_21,25.2,ABP,East North East
2023-05-08_22,25.1,ABP,East North East
2023-05-08_23,25.9,ABP,East North East
2023-05-09_00,26.1,ABP,East North East
2023-05-09_01,27.8,ABP,East North East
2023-05-09_02,31.8,ABP,East North East
2023-05-09_03,34.8,ABP,East North East
2023-05-09_04,36.7,ABP,East North East
2023-05-09_05,37.5,ABP,East North East
2023-05-09_06,36.8,ABP,East North East
2023-05-09_07,37.6,ABP,East North East
2023-05-09_08,37.8,ABP,East North East
2023-05-09_09,38.2,ABP,East North East
2023-05-09_10,37.9,ABP,East North East
2023-05-09_11,37.7,ABP,East North East
2023-05-09_12,35.7,ABP,East North East
2023-05-09_13,34.0,ABP,East North East
2023-05-09_14,31.7,ABP,East North East
2023-05-09_15,30.6,ABP,East North East
2023-05-09_16,30.4,ABP,East North East
2023-05-09_17,30.7,ABP,East North East
2023-05-09_18,28.8,ABP,East North East
2023-05-09_19,28.1,ABP,East North East
2023-05-09_20,27.3,ABP,East North East
2023-05-09_21,26.3,ABP,East North East
2023-05-09_22,24.9,ABP,East North East
2023-05-09_23,24.4,ABP,East North East
2023-05-10_00,24.3,ABP,East North East
2023-05-10_01,25.9,ABP,East North East
2023-05-10_02,30.2,ABP,East North East
2023-05-10_03,33.9,ABP,East North East
2023-05-10_04,36.2,ABP,East North East
2023-05-10_05,37.2,ABP,East North East
2023-05-10_06,36.7,ABP,East North East
2023-05-10_07,37.4,ABP,East North East
2023-05-10_08,37.8,ABP,East North East
2023-05-10_09,38.1,ABP,East North East
2023-05-10_10,38.0,ABP,East North East
2023-05-10_11,37.4,ABP,East North East
2023-05-10_12,35.4,ABP,East North East
2023-05-10_13,32.6,ABP,East North East
2023-05-10_14,30.3,ABP,East North East
2023-05-10_15,29.2,ABP,East North East
2023-05-10_16,29.0,ABP,East North East
2023-05-10_17,28.2,ABP,East North East
2023-05-10_18,26.6,ABP,East North East
2023-05-10_19,25.9,ABP,East North East
2023-05-10_20,25.6,ABP,East North East
2023-05-10_21,24.5,ABP,East North East
2023-05-10_22,24.9,ABP,East North East
2023-05-10_23,23.8,ABP,East North East
2023-05-11_00,24.0,ABP,East North East
2023-05-11_01,27.1,ABP,East North East
2023-05-11_02,30.2,ABP,East North East
2023-05-11_03,34.5,ABP,East North East
2023-05-11_04,36.1,ABP,East North East
2023-05-11_05,36.9,ABP,East North East
2023-05-11_06,36.7,ABP,East North East
2023-05-11_07,37.3,ABP,East North East
2023-05-11_08,37.7,ABP,East North East
2023-05-11_09,37.7,ABP,East North East
2023-05-11_10,37.4,ABP,East North East
2023-05-11_11,36.9,ABP,East North East
2023-05-11_12,35.1,ABP,East North East
2023-05-11_13,31.6,ABP,East North East
2023-05-11_14,29.3,ABP,East North East
2023-05-11_15,28.7,ABP,East North East
2023-05-11_16,27.7,ABP,East North East
2023-05-11_17,26.9,ABP,East North East
2023-05-11_18,25.0,ABP,East North East
2023-05-11_19,23.9,ABP,East North East
2023-05-11_20,22.3,ABP,East North East
2023-05-11_21,23.5,ABP,East North East
2023-05-11_22,23.6,ABP,East North East
2023-05-11_23,22.4,ABP,East North East
2023-05-12_00,23.8,ABP,East North East
2023-05-12_01,26.3,ABP,East North East
2023-05-12_02,29.4,ABP,East North East
2023-05-12_03,33.2,ABP,East North East
2023-05-12_04,35.3,ABP,East North East
2023-05-12_05,36.4,ABP,East North East
2023-05-12_06,36.0,ABP,East North East
2023-05-12_07,37.4,ABP,East North East
2023-05-12_08,37.8,ABP,East North East
2023-05-12_09,38.1,ABP,East North East
2023-05-12_10,38.2,ABP,East North East
2023-05-12_11,37.3,ABP,East North East
2023-05-12_12,34.7,ABP,East North East
2023-05-12_13,30.7,ABP,East North East
2023-05-12_14,30.4,ABP,East North East
2023-05-12_15,29.6,ABP,East North East
2023-05-12_16,28.2,ABP,East North East
2023-05-12_17,27.3,ABP,East North East
2023-05-12_18,26.0,ABP,East North East
2023-05-12_19,24.3,ABP,East North East
2023-05-12_20,24.0,ABP,East North East
2023-05-12_21,24.0,ABP,East North East
2023-05-12_22,23.9,ABP,East North East
2023-05-12_23,23.3,ABP,East North East
2023-05-13_00,23.7,ABP,East North East
2023-05-13_01,26.4,ABP,East North East
2023-05-13_02,30.0,ABP,East North East
2023-05-13_03,33.8,ABP,East North East
2023-05-13_04,35.5,ABP,East North East
2023-05-13_05,36.8,ABP,East North East
2023-05-13_06,36.2,ABP,East North East
2023-05-13_07,38.2,ABP,East North East
2023-05-13_08,38.9,ABP,East North East
2023-05-13_09,39.3,ABP,East North East
2023-05-13_10,38.9,ABP,East North East
2023-05-13_11,38.0,ABP,East North East
2023-05-13_12,35.2,ABP,East North East
2023-05-13_13,32.6,ABP,East North East
2023-05-13_14,31.7,ABP,East North East
2023-05-13_15,30.8,ABP,East North East
2023-05-13_16,29.1,ABP,East North East
2023-05-13_17,28.1,ABP,East North East
2023-05-13_18,27.5,ABP,East North East
2023-05-13_19,26.5,ABP,East North East
2023-05-13_20,27.3,ABP,East North East
2023-05-13_21,25.2,ABP,East North East
2023-05-13_22,25.5,ABP,East North East
2023-05-13_23,25.0,ABP,East North East
2023-05-14_00,25.0,ABP,East North East
2023-05-14_01,28.1,ABP,East North East
2023-05-14_02,32.3,ABP,East North East
2023-05-14_03,34.1,ABP,East North East
2023-05-14_04,36.3,ABP,East North East
2023-05-14_05,37.6,ABP,East North East
2023-05-14_06,38.2,ABP,East North East
2023-05-14_07,39.8,ABP,East North East
2023-05-14_08,40.3,ABP,East North East
2023-05-14_09,39.8,ABP,East North East
2023-05-14_10,39.4,ABP,East North East
2023-05-14_11,38.7,ABP,East North East
2023-05-14_12,36.5,ABP,East North East
2023-05-14_13,33.6,ABP,East North East
2023-05-14_14,33.0,ABP,East North East
2023-05-14_15,31.4,ABP,East North East
2023-05-14_16,30.1,ABP,East North East
2023-05-14_17,28.9,ABP,East North East
2023-05-14_18,28.2,ABP,East North East
2023-05-14_19,26.9,ABP,East North East
2023-05-14_20,26.5,ABP,East North East
2023-05-14_21,26.1,ABP,East North East
2023-05-14_22,26.7,ABP,East North East
2023-05-14_23,25.7,ABP,East North East
2023-05-15_00,26.4,ABP,East North East
2023-05-15_01,28.0,ABP,East North East
2023-05-15_02,31.8,ABP,East North East
2023-05-15_03,34.4,ABP,East North East
2023-05-15_04,36.8,ABP,East North East
2023-05-15_05,38.6,ABP,East North East
2023-05-15_06,38.7,ABP,East North East
2023-05-15_07,39.3,ABP,East North East
2023-05-15_08,39.9,ABP,East North East
2023-05-15_09,40.1,ABP,East North East
2023-05-15_10,39.8,ABP,East North East
2023-05-15_11,39.2,ABP,East North East
2023-05-15_12,37.4,ABP,East North East
2023-05-15_13,34.5,ABP,East North East
2023-05-15_14,32.0,ABP,East North East
2023-05-15_15,32.2,ABP,East North East
2023-05-15_16,29.3,ABP,East North East
2023-05-15_17,28.6,ABP,East North East
2023-05-15_18,28.4,ABP,East North East
2023-05-15_19,27.4,ABP,East North East
2023-05-15_20,28.1,ABP,East North East
2023-05-15_21,28.8,ABP,East North East
2023-05-15_22,28.7,ABP,East North East
2023-05-15_23,29.1,ABP,East North East
2023-05-16_00,27.9,ABP,East North East
2023-05-16_01,28.9,ABP,East North East
2023-05-16_02,32.8,ABP,East North East
2023-05-16_03,37.1,ABP,East North East
2023-05-16_04,38.8,ABP,East North East
2023-05-16_05,39.8,ABP,East North East
2023-05-16_06,39.4,ABP,East North East
2023-05-16_07,40.4,ABP,East North East
2023-05-16_08,40.7,ABP,East North East
2023-05-16_09,39.6,ABP,East North East
2023-05-16_10,39.6,ABP,East North East
2023-05-16_11,39.3,ABP,East North East
2023-05-16_12,37.4,ABP,East North East
2023-05-16_13,35.6,ABP,East North East
2023-05-16_14,33.1,ABP,East North East
2023-05-16_15,31.8,ABP,East North East
2023-05-16_16,31.8,ABP,East North East
2023-05-16_17,30.6,ABP,East North East
2023-05-16_18,29.3,ABP,East North East
2023-05-16_19,28.9,ABP,East North East
2023-05-16_20,26.5,ABP,East North East
2023-05-16_21,27.2,ABP,East North East
2023-05-16_22,27.8,ABP,East North East
2023-05-16_23,27.8,ABP,East North East
2023-05-17_00,26.3,ABP,East North East
2023-05-17_01,28.4,ABP,East North East
2023-05-17_02,32.1,ABP,East North East
2023-05-17_03,35.6,ABP,East North East
2023-05-17_04,38.1,ABP,East North East
2023-05-17_05,39.3,ABP,East North East
2023-05-17_06,37.8,ABP,East North East
2023-05-17_07,39.3,ABP,East North East
2023-05-17_08,39.8,ABP,East North East
2023-05-17_09,36.6,ABP,East North East
2023-05-17_10,37.4,ABP,East North East
2023-05-17_11,37.6,ABP,East North East
2023-05-17_12,34.1,ABP,East North East
2023-05-17_13,32.6,ABP,East North East
2023-05-17_14,29.9,ABP,East North East
2023-05-17_15,28.8,ABP,East North East
2023-05-17_16,29.0,ABP,East North East
2023-05-17_17,27.8,ABP,East North East
2023-05-17_18,28.1,ABP,East North East
2023-05-17_19,26.6,ABP,East North East
2023-05-17_20,25.5,ABP,East North East
2023-05-17_21,26.3,ABP,East North East
2023-05-17_22,26.6,ABP,East North East
2023-05-17_23,25.7,ABP,East North East
2023-05-18_00,26.2,ABP,East North East
2023-05-18_01,29.2,ABP,East North East
2023-05-18_02,32.6,ABP,East North East
2023-05-18_03,35.6,ABP,East North East
2023-05-18_04,38.5,ABP,East North East
2023-05-18_05,39.7,ABP,East North East
2023-05-18_06,38.8,ABP,East North East
2023-05-18_07,37.6,ABP,East North East
2023-05-18_08,35.6,ABP,East North East
2023-05-18_09,37.8,ABP,East North East
2023-05-18_10,37.7,ABP,East North East
2023-05-18_11,37.2,ABP,East North East
2023-05-18_12,36.8,ABP,East North East
2023-05-18_13,34.7,ABP,East North East
2023-05-18_14,32.7,ABP,East North East
2023-05-18_15,31.5,ABP,East North East
2023-05-18_16,30.4,ABP,East North East
2023-05-18_17,28.8,ABP,East North East
2023-05-18_18,28.8,ABP,East North East
2023-05-18_19,27.5,ABP,East North East
2023-05-18_20,27.3,ABP,East North East
2023-05-18_21,26.7,ABP,East North East
2023-05-18_22,26.8,ABP,East North East
2023-05-18_23,26.7,ABP,East North East
2023-05-19_00,26.7,ABP,East North East
2023-05-19_01,29.1,ABP,East North East
2023-05-19_02,32.6,ABP,East North East
2023-05-19_03,35.5,ABP,East North East
2023-05-19_04,37.4,ABP,East North East
2023-05-19_05,38.6,ABP,East North East
2023-05-19_06,37.8,ABP,East North East
2023-05-19_07,38.7,ABP,East North East
2023-05-19_08,38.1,ABP,East North East
2023-05-19_09,38.5,ABP,East North East
2023-05-19_10,38.4,ABP,East North East
2023-05-19_11,37.9,ABP,East North East
2023-05-19_12,35.7,ABP,East North East
2023-05-19_13,33.6,ABP,East North East
2023-05-19_14,32.4,ABP,East North East
2023-05-19_15,27.7,ABP,East North East
2023-05-19_16,26.3,ABP,East North East
2023-05-19_17,26.9,ABP,East North East
2023-05-19_18,27.3,ABP,East North East
2023-05-19_19,26.8,ABP,East North East
2023-05-19_20,25.8,ABP,East North East
2023-05-19_21,25.4,ABP,East North East
2023-05-19_22,25.1,ABP,East North East
2023-05-19_23,25.0,ABP,East North East
2023-05-20_00,24.6,ABP,East North East
2023-05-20_01,26.7,ABP,East North East
2023-05-20_02,30.9,ABP,East North East
2023-05-20_03,34.4,ABP,East North East
2023-05-20_04,35.9,ABP,East North East
2023-05-20_05,37.6,ABP,East North East
2023-05-20_06,37.0,ABP,East North East
2023-05-20_07,38.5,ABP,East North East
2023-05-20_08,39.0,ABP,East North East
2023-05-20_09,39.1,ABP,East North East
2023-05-20_10,38.7,ABP,East North East
2023-05-20_11,38.1,ABP,East North East
2023-05-20_12,35.9,ABP,East North East
2023-05-20_13,33.4,ABP,East North East
2023-05-20_14,32.2,ABP,East North East
2023-05-20_15,30.0,ABP,East North East
2023-05-20_16,27.8,ABP,East North East
2023-05-20_17,27.6,ABP,East North East
2023-05-20_18,27.8,ABP,East North East
2023-05-20_19,26.2,ABP,East North East
2023-05-20_20,25.6,ABP,East North East
2023-05-20_21,25.2,ABP,East North East
2023-05-20_22,25.3,ABP,East North East
2023-05-20_23,24.8,ABP,East North East
2023-05-21_00,26.0,ABP,East North East
2023-05-21_01,28.9,ABP,East North East
2023-05-21_02,32.7,ABP,East North East
2023-05-21_03,37.5,ABP,East North East
2023-05-21_04,38.9,ABP,East North East
2023-05-21_05,40.0,ABP,East North East
2023-05-21_06,39.5,ABP,East North East
2023-05-21_07,40.3,ABP,East North East
2023-05-21_08,40.6,ABP,East North East
2023-05-21_09,40.7,ABP,East North East
2023-05-21_10,40.2,ABP,East North East
2023-05-21_11,40.2,ABP,East North East
2023-05-21_12,37.8,ABP,East North East
2023-05-21_13,35.5,ABP,East North East
2023-05-21_14,33.0,ABP,East North East
2023-05-21_15,31.8,ABP,East North East
2023-05-21_16,34.1,ABP,East North East
2023-05-21_17,32.2,ABP,East North East
2023-05-21_18,29.6,ABP,East North East
2023-05-21_19,29.2,ABP,East North East
2023-05-21_20,27.1,ABP,East North East
2023-05-21_21,27.1,ABP,East North East
2023-05-21_22,27.4,ABP,East North East
2023-05-21_23,26.9,ABP,East North East
2023-05-22_00,26.4,ABP,East North East
2023-05-22_01,29.1,ABP,East North East
2023-05-22_02,33.1,ABP,East North East
2023-05-22_03,36.1,ABP,East North East
2023-05-22_04,39.1,ABP,East North East
2023-05-22_05,40.2,ABP,East North East
2023-05-22_06,39.9,ABP,East North East
2023-05-22_07,40.8,ABP,East North East
2023-05-22_08,41.2,ABP,East North East
2023-05-22_09,41.3,ABP,East North East
2023-05-22_10,41.1,ABP,East North East
2023-05-22_11,40.4,ABP,East North East
2023-05-22_12,37.6,ABP,East North East
2023-05-22_13,33.9,ABP,East North East
2023-05-22_14,31.8,ABP,East North East
2023-05-22_15,29.9,ABP,East North East
2023-05-22_16,30.5,ABP,East North East
2023-05-22_17,30.6,ABP,East North East
2023-05-22_18,29.3,ABP,East North East
2023-05-22_19,27.4,ABP,East North East
2023-05-22_20,27.3,ABP,East North East
2023-05-22_21,27.6,ABP,East North East
2023-05-22_22,27.3,ABP,East North East
2023-05-22_23,26.4,ABP,East North East
2023-05-23_00,26.9,ABP,East North East
2023-05-23_01,29.3,ABP,East North East
2023-05-23_02,32.7,ABP,East North East
2023-05-23_03,36.3,ABP,East North East
2023-05-23_04,38.2,ABP,East North East
2023-05-23_05,39.5,ABP,East North East
2023-05-23_06,38.6,ABP,East North East
2023-05-23_07,39.7,ABP,East North East
2023-05-23_08,40.2,ABP,East North East
2023-05-23_09,39.2,ABP,East North East
2023-05-23_10,39.7,ABP,East North East
2023-05-23_11,36.8,ABP,East North East
2023-05-23_12,37.6,ABP,East North East
2023-05-23_13,34.8,ABP,East North East
2023-05-23_14,33.3,ABP,East North East
2023-05-23_15,31.6,ABP,East North East
2023-05-23_16,31.1,ABP,East North East
2023-05-23_17,29.9,ABP,East North East
2023-05-23_18,30.2,ABP,East North East
2023-05-23_19,28.5,ABP,East North East
2023-05-23_20,27.2,ABP,East North East
2023-05-23_21,27.9,ABP,East North East
2023-05-23_22,25.7,ABP,East North East
2023-05-23_23,26.3,ABP,East North East
2023-05-24_00,27.7,ABP,East North East
2023-05-24_01,29.3,ABP,East North East
2023-05-24_02,31.8,ABP,East North East
2023-05-24_03,35.2,ABP,East North East
2023-05-24_04,37.9,ABP,East North East
2023-05-24_05,39.1,ABP,East North East
2023-05-24_06,40.1,ABP,East North East
2023-05-24_07,39.9,ABP,East North East
2023-05-24_08,38.8,ABP,East North East
2023-05-24_09,38.9,ABP,East North East
2023-05-24_10,39.1,ABP,East North East
2023-05-24_11,38.4,ABP,East North East
2023-05-24_12,37.8,ABP,East North East
2023-05-24_13,35.6,ABP,East North East
2023-05-24_14,34.2,ABP,East North East
2023-05-24_15,35.2,ABP,East North East
2023-05-24_16,31.9,ABP,East North East
2023-05-24_17,30.2,ABP,East North East
2023-05-24_18,29.0,ABP,East North East
2023-05-24_19,27.6,ABP,East North East
2023-05-24_20,26.8,ABP,East North East
2023-05-24_21,27.7,ABP,East North East
2023-05-24_22,27.5,ABP,East North East
2023-05-24_23,26.9,ABP,East North East
2023-05-25_00,27.1,ABP,East North East
2023-05-25_01,29.0,ABP,East North East
2023-05-25_02,31.6,ABP,East North East
2023-05-25_03,33.8,ABP,East North East
2023-05-25_04,36.3,ABP,East North East
2023-05-25_05,37.7,ABP,East North East
2023-05-25_06,38.5,ABP,East North East
2023-05-25_07,39.7,ABP,East North East
2023-05-25_08,39.8,ABP,East North East
2023-05-25_09,39.4,ABP,East North East
2023-05-25_10,39.0,ABP,East North East
2023-05-25_11,37.9,ABP,East North East
2023-05-25_12,36.6,ABP,East North East
2023-05-25_13,32.7,ABP,East North East
2023-05-25_14,28.0,ABP,East North East
2023-05-25_15,26.0,ABP,East North East
2023-05-25_16,23.5,ABP,East North East
2023-05-25_17,23.1,ABP,East North East
2023-05-25_18,26.6,ABP,East North East
2023-05-25_19,25.4,ABP,East North East
2023-05-25_20,24.8,ABP,East North East
2023-05-25_21,24.7,ABP,East North East
2023-05-25_22,24.9,ABP,East North East
2023-05-25_23,24.4,ABP,East North East
2023-05-26_00,25.3,ABP,East North East
2023-05-26_01,28.3,ABP,East North East
2023-05-26_02,31.1,ABP,East North East
2023-05-26_03,26.6,ABP,East North East
2023-05-26_04,30.9,ABP,East North East
2023-05-26_05,32.9,ABP,East North East
2023-05-26_06,25.9,ABP,East North East
2023-05-26_07,31.1,ABP,East North East
2023-05-26_08,33.6,ABP,East North East
2023-05-26_09,34.0,ABP,East North East
2023-05-26_10,34.5,ABP,East North East
2023-05-26_11,34.4,ABP,East North East
2023-05-26_12,34.9,ABP,East North East
2023-05-26_13,29.8,ABP,East North East
2023-05-26_14,26.9,ABP,East North East
2023-05-26_15,26.1,ABP,East North East
2023-05-26_16,24.4,ABP,East North East
2023-05-26_17,25.2,ABP,East North East
2023-05-26_18,24.0,ABP,East North East
2023-05-26_19,23.9,ABP,East North East
2023-05-26_20,23.6,ABP,East North East
2023-05-26_21,23.0,ABP,East North East
2023-05-26_22,22.0,ABP,East North East
2023-05-26_23,22.4,ABP,East North East
2023-05-27_00,22.0,ABP,East North East
2023-05-27_01,24.7,ABP,East North East
2023-05-27_02,27.5,ABP,East North East
2023-05-27_03,30.5,ABP,East North East
2023-05-27_04,33.0,ABP,East North East
2023-05-27_05,35.1,ABP,East North East
2023-05-27_06,34.8,ABP,East North East
2023-05-27_07,35.8,ABP,East North East
2023-05-27_08,33.6,ABP,East North East
2023-05-27_09,35.1,ABP,East North East
2023-05-27_10,30.5,ABP,East North East
2023-05-27_11,28.1,ABP,East North East
2023-05-27_12,34.4,ABP,East North East
2023-05-27_13,31.6,ABP,East North East
2023-05-27_14,29.9,ABP,East North East
2023-05-27_15,28.0,ABP,East North East
2023-05-27_16,26.7,ABP,East North East
2023-05-27_17,24.9,ABP,East North East
2023-05-27_18,26.1,ABP,East North East
2023-05-27_19,25.1,ABP,East North East
2023-05-27_20,24.3,ABP,East North East
2023-05-27_21,24.7,ABP,East North East
2023-05-27_22,24.6,ABP,East North East
2023-05-27_23,24.5,ABP,East North East
2023-05-28_00,23.8,ABP,East North East
2023-05-28_01,25.9,ABP,East North East
2023-05-28_02,28.7,ABP,East North East
2023-05-28_03,31.4,ABP,East North East
2023-05-28_04,34.1,ABP,East North East
2023-05-28_05,35.9,ABP,East North East
2023-05-28_06,35.5,ABP,East North East
2023-05-28_07,36.5,ABP,East North East
2023-05-28_08,37.0,ABP,East North East
2023-05-28_09,37.4,ABP,East North East
2023-05-28_10,36.6,ABP,East North East
2023-05-28_11,36.6,ABP,East North East
2023-05-28_12,35.3,ABP,East North East
2023-05-28_13,32.8,ABP,East North East
2023-05-28_14,31.2,ABP,East North East
2023-05-28_15,29.2,ABP,East North East
2023-05-28_16,29.1,ABP,East North East
